12112	186	120	201	135	0

#WALKING LEFT WHILE HOLDING
12124	155	120	170	135	0

############ TANOOKI ################
#IDLE RIGHT
14001	248	634	263	661	0

#IDLE LEFT
14002	182	634	197	661	0

#WALK RIGHT
14003	278	634	293	661	0
14004	308	634	323	661	0

#WALK LEFT
14005	152	634	167	661	0
14006	122	634	137	661	0

#RUN RIGHT
14007	339	634	354	661	0
14008	369	634	384	661	0
14009	398	634	413	661	0

#RUN LEFT
14010	91	634	106	661	0
14011	61	634	76	661	0
14012	32	634	47	661	0

#BRACE RIGHT & LEFT
14013	5	633	20	662	0
14014	425	633	440	662	0

#JUMP WALK RIGHT & LEFT 
14015	399	753	414	780	0
14016	31	753	46	780	0

#JUMP RUN RIGHT & LEFT 
14017	91	713	106	740	0
14018	339	713	354	740	0

#SIT RIGHT & LEFT 
14019	430	719	443	736	0
14020	2	719	15	736	0

#ATTACKING (watch notebook)
14023	242	634	263	661	0
14024	331	634	354	661	0

14025	182	634	203	661	0
14026	91	634	114	661	0

14027	215	632	230	661	0
14028	215	674	230	701	0

#IDLE RIGHT WHILE HOLDING
13122	250	794	263	821	0

#IDLE LEFT WHILE HOLDING
13112	182	794	195	821	0

#WALKING RIGHT WHILE HOLDING
13123	280	794	293	821	0
13113	310	794	323	821	0

#WALKING LEFT WHILE HOLDING
13124	152	794	165	821	0
13114	122	794	135	821	0

############ TANOOKI TAIL ################
#IDLE RIGHT
14101	240	634	247	661	0

#IDLE LEFT
14102	198	634	205	661	0

#WALK RIGHT
14103	270	634	277	661	0
14104	300	634	307	661	0

#WALK LEFT
14105	168	634	175	661	0
14106	138	634	145	661	0

#RUN RIGHT
14107	331	634	338	661	0
14108	361	634	368	661	0
14109	390	634	397	661	0

#RUN LEFT
14110	107	634	114	661	0
14111	77	634	84	661	0
14112	48	634	55	661	0

#BRACE RIGHT & LEFT
14113	5	633	20	662	0
14114	425	633	440	662	0

#JUMP WALK RIGHT & LEFT 
14115	391	753	398	780	0
14116	47	753	54	780	0

#JUMP RUN RIGHT & LEFT 
14117	107	713	114	740	0
14118	331	713	338	740	0

#SIT RIGHT & LEFT 
14119	422	719	429	736	0
14120	16	719	23	736	0

####

#IDLE RIGHT WHILE HOLDING
15122	242	794	249	821	0

#IDLE LEFT WHILE HOLDING
15112	196	794	203	821	0

#WALKING RIGHT WHILE HOLDING
15123	272	794	279	821	0
15113	302	794	309	821	0

#WALKING LEFT WHILE HOLDING
15124	166	794	173	821	0
15114	136	794	143	821	0


############ KICKING ############

#small mario (l-r)
15001	5	80	20	95	0
15002	425	80	440	95	0

#big mario (l-r)
15003	2	273	23	300	0
15004	422	273	443	300	0

#tanooki mario (l-r)
15005	2	754	23	781	0
15006	422	754	443	781	0


###############################################################
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
400	11121	100
401	11111	100

#WALKING RIGHT & LEFT 
500	11121	100	11222	100	11223	100
501	11111	100	11212	100	11213	100

#RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

#JUMP WALK
700	11417	100
701	11413	100

#JUMP RUN
800	11427	100
801	11423	100

#SIT RIGHT & LEFT 
900	11521	100
901	11511	100

#BRACE RIGHT & LEFT 
1000	11621	100
1001	11611	100

#DIE
999	13001	100


#IDLE RIGHT - HOLDING
410	11122	100

#IDLE LEFT - HOLDING
412	11112	100

#RUNNING RIGHT - HOLDING
510	11123	50	11113	50	11122	50

#RUNNING LEFT - HOLDING
511	11124	50	11114	50	11112	50

#RUN JUMP RIGHT - HOLDING
610	11113	100

#RUN JUMP LEFT - HOLDING
611	11114	100

#WALKING RIGHT - HOLDING
710	11123	100	11113	100	11122	100

#WALKING LEFT - HOLDING
711	11124	100	11114	100	11112	100

################### SMALL #################
1100	12121	100
1102	12111	100


#WALK LEFT & RIGHT 
1200	12121	100	12222	100	12223	100
1201	12111	100	12212	100	12213	100

#RUN LEFT & RIGHT
1300	12321	100	12322	100	12323	100
1301	12311	100	12312	100	12313	100

#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12417	100
1501	12413	100

#JUMP RUN 
1601	12423	100
1600	12427	100

#IDLE RIGHT - HOLDING
1110	12122	100

#IDLE LEFT - HOLDING
1112	12112	100

#RUNNING RIGHT - HOLDING
1210	12123	50	12122	50

#RUNNING LEFT - HOLDING
1211	12124	50	12112	50

#RUN JUMP RIGHT - HOLDING
1310	12123	100

#RUN JUMP LEFT - HOLDING
1311	12124	100

#WALKING RIGHT - HOLDING
1410	12123	100	12122	100

#WALKING LEFT - HOLDING
1411	12124	100	12112	100

################### TANOOKI #################
1700	14001	100
1701	14002	100


#WALK RIGHT & LEFT 
1800	14001	100	14003	100	14004	100
1801	14002	100	14005	100	14006	100

#RUN RIGHT & LEFT 
1900	14007	100	14008	100	14009	100
1901	14010	100	14011	100	14012	100

#JUMP WALK RIGHT & LEFT 
2001	14016	100
2000	14015	100

#JUMP RUN RIGHT & LEFT 
2100	14018	100
2101	14017	100

#SIT RIGHT & LEFT 
2201	14020	100
2200	14019	100

#BRACE LEFT & RIGHT
2301	14013	100
2300	14014	100

#ATTACK RIGHT
2400	14024	100	14027	100	14026	100	14028	100

#ATTACK LEFT
2401	14026	100	14027	100	14024	100	14028	100

#IDLE RIGHT - HOLDING
2501	13122	100

#IDLE LEFT - HOLDING
2502	13112	100

#RUNNING RIGHT - HOLDING
2503	13123	50	13113	50	13122	50

#RUNNING LEFT - HOLDING
2504	13124	50	13114	50	13112	50

#RUN JUMP RIGHT - HOLDING
2505	13113	100

#RUN JUMP LEFT - HOLDING
2506	13114	100

#WALKING RIGHT - HOLDING
2507	13123	100	13113	100	13122	100

#WALKING LEFT - HOLDING
2508	13124	100	13114	100	13112	100



################### TANOOKI TAIL #################
1710	14101	100
1711	14102	100

#WALK RIGHT & LEFT 
1810	14101	100	14103	100	14104	100
1811	14102	100	14105	100	14106	100

#RUN RIGHT & LEFT 
1910	14107	100	14108	100	14109	100
1911	14110	100	14111	100	14112	100

#JUMP WALK RIGHT & LEFT 
2011	14116	100
2010	14115	100

#JUMP RUN RIGHT & LEFT 
2110	14118	100
2111	14117	100

#SIT RIGHT & LEFT 
2211	14120	100
2210	14119	100

#BRACE LEFT & RIGHT
2311	14113	100
2310	14114	100

######

#IDLE RIGHT - HOLDING
2511	15122	100

#IDLE LEFT - HOLDING
2512	15112	100

#RUNNING RIGHT - HOLDING
2513	15123	50	15113	50	15122	50

#RUNNING LEFT - HOLDING
2514	15124	50	15114	50	15112	50

#RUN JUMP RIGHT - HOLDING
2515	15113	100

#RUN JUMP LEFT - HOLDING
2516	15114	100

#WALKING RIGHT - HOLDING
2517	15123	100	15113	100	15122	100

#WALKING LEFT - HOLDING
2518	15124	100	15114	100	15112	100


##########################################


############ KICKING ############

#small mario (l-r)
2411	15001	100
2412	15002	100

#big mario (l-r)
2413	15003	100
2414	15004	100

#tanooki mario (l-r)
2415	15005	100
2416	15006	100
